,university,campus,from suburb,distance
393,Monash University,Main,NEWBOROUGH,105.50261756155973
394,Monash University,Main,MORWELL,116.45789963274636
395,Monash University,Main,TRARALGON,126.92836168556492
396,Monash University,Main,SALE,171.02317727204874
397,Monash University,Main,MAFFRA,161.75829734081694
398,Monash University,Main,BAIRNSDALE,219.46567805561273
399,Monash University,Main,HASTINGS,43.96141962620803
400,Monash University,Main,FLINDERS,63.019478886379815
401,Monash University,Main,MT ELIZA,30.52299056208592
402,Monash University,Main,MORNINGTON,36.481447750347506
403,Monash University,Main,MT MARTHA,44.777126539724456
404,Monash University,Main,DROMANA,48.86677687440462
405,Monash University,Main,PORTSEA,60.00706119638115
406,Monash University,Main,HAMPTON PARK,17.532233421259082
407,Monash University,Main,CRANBOURNE,24.80883188765522
408,RMIT University,Main,CBD,0.9449910802962291
409,RMIT University,Main,EAST MELBOURNE,2.355890663987617
410,RMIT University,Main,WEST MELBOURNE,1.961233103781715
411,RMIT University,Main,SOUTHBANK,1.7030735608967666
412,RMIT University,Main,DOCKLANDS,1.5310654468703262
413,RMIT University,Main,FOOTSCRAY,5.6799555652714435
414,RMIT University,Main,SEDDON,5.964551456416145
415,RMIT University,Main,WEST FOOTSCRAY,7.424080901599522
416,RMIT University,Main,YARRAVILLE,6.528345602848362
417,RMIT University,Main,NEWPORT,8.01972841318569
418,RMIT University,Main,SPOTSWOOD,7.285513866617547
419,RMIT University,Main,WILLIAMSTOWN,7.923255771671605
420,RMIT University,Main,ALTONA,13.531858589852007
421,RMIT University,Main,SUNSHINE,12.773214623067547
422,RMIT University,Main,ST ALBANS,16.019589164410096
423,RMIT University,Main,DEER PARK,17.11448435752988
424,RMIT University,Main,HOPPERS CROSSING,24.562720170516723
425,RMIT University,Main,WERRIBEE,28.873565650592692
426,RMIT University,Main,FLEMINGTON,3.557936720268633
427,RMIT University,Main,KENSINGTON,3.3668173611198293
428,RMIT University,Main,ASCOT VALE,5.023693898290017
429,RMIT University,Main,KEILOR EAST,16.726614802154995
430,RMIT University,Main,AVONDALE HEIGHTS,14.95313490472269
431,RMIT University,Main,SYDENHAM,21.224394841458665
432,RMIT University,Main,MOONEE PONDS,6.111164984743429
433,RMIT University,Main,ESSENDON,7.160822468640222
434,RMIT University,Main,GLADSTONE PARK,15.036672282586027
435,RMIT University,Main,TULLAMARINE,15.276795165117486
436,RMIT University,Main,PASCOE VALE,9.213598428262554
437,RMIT University,Main,PASCOE VALE SOUTH,7.824362506436686
438,RMIT University,Main,GLENROY,12.259556235209226
439,RMIT University,Main,OAK PARK,10.712714084642304
440,RMIT University,Main,BROADMEADOWS,14.652334411330825
441,RMIT University,Main,NORTH MELBOURNE,13.619821880599023
442,RMIT University,Main,PARKVILLE,2.5730628618013207
443,RMIT University,Main,CARLTON,2.70533299233672
444,RMIT University,Main,CARLTON NORTH,2.70533299233672
445,RMIT University,Main,BRUNSWICK,5.113818101018212
446,RMIT University,Main,COBURG,7.2305680066105165
447,RMIT University,Main,COBURG NORTH,8.63183414723179
448,RMIT University,Main,FAWKNER,8.014961954059642
449,RMIT University,Main,CRAIGIEBURN,23.359779908168175
450,RMIT University,Main,ROXBURGH PARK,19.259763477122064
451,RMIT University,Main,FITZROY,1.6082251430904624
452,RMIT University,Main,COLLINGWOOD,2.025770613820925
453,RMIT University,Main,ABBOTSFORD,3.196427753925583
454,RMIT University,Main,CLIFTON HILL,3.369025133186095
455,RMIT University,Main,FITZROY NORTH,3.3315764618444517
456,RMIT University,Main,NORTHCOTE,5.1025117060149485
457,RMIT University,Main,THORNBURY,6.6727675765580035
458,RMIT University,Main,PRESTON,8.387044938342289
459,RMIT University,Main,RESERVOIR,10.85594755494649
460,RMIT University,Main,THOMASTOWN,14.913446839964262
461,RMIT University,Main,LALOR,16.529600289890183
462,RMIT University,Main,EPPING,19.327430481338705
463,RMIT University,Main,ALPHINGTON,6.699977934606112
464,RMIT University,Main,FAIRFIELD,5.96550941589626
465,RMIT University,Main,IVANHOE,8.097137599858325
466,RMIT University,Main,IVANHOE EAST,9.321128637122825
467,RMIT University,Main,HEIDELBERG WEST,9.479253362477674
468,RMIT University,Main,MILL PARK,17.801043623965466
469,RMIT University,Main,BUNDOORA,15.25636831676376
470,RMIT University,Main,HEIDELBERG,10.801220460921353
471,RMIT University,Main,GREENSBOROUGH,16.849395213749798
472,RMIT University,Main,MONTMORENCY,17.34232923466479
473,RMIT University,Main,ELTHAM,19.3872209200161
474,RMIT University,Main,RESEARCH,22.387176738007536
475,RMIT University,Main,HURSTBRIDGE,27.50703651649239
476,RMIT University,Main,KEW,8.032782716598986
477,RMIT University,Main,BALWYN,10.467493002690166
478,RMIT University,Main,BULLEEN,11.13336339511073
479,RMIT University,Main,TEMPLESTOWE,14.281620081903672
480,RMIT University,Main,DONCASTER,14.28052533794182
481,RMIT University,Main,DONCASTER EAST,20.358785652660462
482,RMIT University,Main,DONVALE,60.313259742726885
483,RMIT University,Main,BURNLEY,4.38166390518973
484,RMIT University,Main,RICHMOND,3.364461002410323
485,RMIT University,Main,HAWTHORN,8.356844066209598
486,RMIT University,Main,CAMBERWELL,8.529458574720413
487,RMIT University,Main,BURWOOD,17.313389737481913
488,RMIT University,Main,CANTERBURY,9.822773055103035
489,RMIT University,Main,MONT ALBERT,12.546239341884876
490,RMIT University,Main,SURREY HILLS,11.943997059328431
491,RMIT University,Main,BOX HILL,13.759730279367568
492,RMIT University,Main,BLACKBURN,16.80433577512788
493,RMIT University,Main,FOREST HILL,18.103120224232864
494,RMIT University,Main,NUNAWADING,18.728152111911342
495,RMIT University,Main,MITCHAM,20.286638621435255
496,RMIT University,Main,VERMONT,20.582676946644366
497,RMIT University,Main,RINGWOOD,23.23216559203889
498,RMIT University,Main,CROYDON,27.93465480969662
499,RMIT University,Main,LILYDALE,34.322641043296066
500,RMIT University,Main,SOUTH YARRA,4.1203023146784705
501,RMIT University,Main,TOORAK,6.122023935523094
502,RMIT University,Main,ARMADALE,7.489373072448902
503,RMIT University,Main,MALVERN,8.252521346379702
504,RMIT University,Main,MALVERN EAST,12.07156102628762
505,RMIT University,Main,GLEN IRIS,10.505466161083042
506,RMIT University,Main,ASHBURTON,11.92067359503891
507,RMIT University,Main,CHADSTONE,13.629077276509499
